Cux2,Satb2,Eef2,Vglut1,Fezf2,Gad1,Rspo1,Col6a1,Slc30a3,Sulf2,Rprm,Rorb,C1ql3,Rbp4,Lmo4,Bcl6,Pvalb,Syt6,Tshz2,Dkk3,Penk,Tbr1,Tac1,Bcl11b,Otof,Vip,Cdh9,Rasgrf2,Cck,Etv1,StrucType,FuncType,CID
0.0987683079111151,0.0987683079111151,0.148152461866673,0.214631130653,0.00759756214700886,0.0189939053675221,0.0436859823453009,0.0398872012717965,0.0702774498598319,0.0132957337572655,0.00569817161025664,0.00759756214700886,0.026591467514531,0.0759756214700886,0.053182935029062,0.00569817161025664,0.00189939053675221,0.00189939053675221,0.0227926864410266,0.026591467514531,0.0436859823453009,0.0113963432205133,0.00189939053675221,0.00949695268376107,0.0398872012717965,0.0208932959042744,0.0303902485880354,0.0246920769777788,0.0474847634188054,0.00379878107350443,IT,Chkbd,186_1
0.121181709434325,0.130270337641899,0.130270337641899,0.224186162453501,0.00605908547171624,0.0151477136792906,0.0424135983020137,0.0727090256605949,0.0666499401888787,0.0181772564151487,0.00605908547171624,0.00605908547171624,0.0666499401888787,0.106033995755034,0.109063538490892,0.0181772564151487,0.00908862820757436,0.00605908547171624,0.0515022265095881,0.0727090256605949,0.0696794829247368,0.0333249700944393,0.00908862820757436,0.00302954273585812,0.0302954273585812,0.0424135983020137,0.0302954273585812,0.0333249700944393,0.024236341886865,0.00302954273585812,IT,None,186_4
0.0530171917980452,0.107549160504606,0.160566352302651,0.162081129211167,0.0439285303469518,0.0257512074447648,0.0378694227128894,0.0302955381703115,0.0363546458043739,0.0530171917980452,0.00908866145109347,0.00151477690851558,0.0924013914194502,0.0408989765299206,0.0560467456150764,0.0363546458043739,0.00908866145109347,0.00454433072554673,0.0318103150788271,0.0742240685172633,0.0727092916087477,0.0227216536277337,0.00151477690851558,0.0408989765299206,0.0302955381703115,0.0605910763406231,0.0257512074447648,0.0196920998107025,0.0181773229021869,0.0151477690851558,PT,Chkbd,186_18
0.0968444880379686,0.0830095611754017,0.120561505516655,0.134396432379222,0.0276698537251339,0.0079056724928954,0.0276698537251339,0.0237170174786862,0.0731274705592824,0.0592925436967155,0.0079056724928954,0.0118585087393431,0.0434811987109247,0.0573161255734916,0.039528362464477,0.0454576168341485,0.0039528362464477,0.0039528362464477,0.0533632893270439,0.0909152336682971,0.0909152336682971,0.0079056724928954,0.00988209061611925,0.0454576168341485,0.0415047805877008,0.0474340349573724,0.039528362464477,0.0138349268625669,0.0276698537251339,0.00592925436967155,PT,Chkbd,186_19
0.0639222877768884,0.117478799157525,0.195222122129416,0.205587898525668,0.0259144409906304,0.0207315527925043,0.0552841407800116,0.0760156935725159,0.0345525879875072,0.0760156935725159,0.00345525879875072,0.00345525879875072,0.0345525879875072,0.062194658377513,0.0535565113806362,0.0483736231825101,0.00863814699687681,0.00345525879875072,0.0449183643837594,0.105385393361897,0.0604670289781377,0.0241868115912551,0.00345525879875072,0.0310973291887565,0.0345525879875072,0.0656499171762638,0.0397354761856333,0.00863814699687681,0.0241868115912551,0.0172762939937536,PT,Chkbd,186_24
0.0331074710166146,0.0645595684823985,0.155605113778089,0.18043571704055,0.0281413503641224,0.0115876148558151,0.0513165800757526,0.0413843387707683,0.0662149420332292,0.0629041949315678,0.00993224130498438,0.00827686775415365,0.0297967239149531,0.0910455452956902,0.0910455452956902,0.0314520974657839,0.00331074710166146,0.00827686775415365,0.018209109059138,0.0446950858724297,0.0629041949315678,0.00496612065249219,0.00165537355083073,0.0463504594232605,0.06787031558406,0.119186895659813,0.0927009188465209,0.0115876148558151,0.0364182181182761,0.0115876148558151,PT,Chkbd,186_26
0.0273192891930119,0.0894942232184873,0.154495290608757,0.150727112789031,0.052754489476161,0.0160147557338346,0.0357976892873949,0.0395658671071207,0.033913600377532,0.0744215119395842,0.00659431118452012,0.00471022227465723,0.0320295114676692,0.061232889570544,0.0602908451156125,0.0395658671071207,0.0122465779141088,0.00471022227465723,0.0320295114676692,0.0442760893817779,0.0292033781028748,0.0141306668239717,0.000942044454931446,0.0207249780084918,0.016956800188766,0.0188408890986289,0.0122465779141088,0.00188408890986289,0.0244931558282176,0.016956800188766,PT,None,186_27
0.00341763898573548,0.1059468085578,0.126452642472213,0.0205058339144129,0,0.0205058339144129,0.0136705559429419,0.0307587508716193,0.164046671315303,0.00341763898573548,0.00683527797147096,0.0136705559429419,0.0102529169572064,0.0102529169572064,0.092276252614858,0,0,0.0136705559429419,0.0170881949286774,0.0341763898573548,0.0307587508716193,0,0.00341763898573548,0.00683527797147096,0.00683527797147096,0.0136705559429419,0.0102529169572064,0.00341763898573548,0.0136705559429419,0.0102529169572064,IT,Gratings,190_19
0.0176787769420627,0.0530363308261881,0.159108992478564,0.0580874099524917,0.00505107912630363,0.0101021582526073,0.040408633010429,0.00757661868945544,0.0202043165052145,0.0126276978157591,0.00505107912630363,0.00505107912630363,0.040408633010429,0.02778093519467,0.0606129495156435,0.00757661868945544,0.00252553956315181,0,0.0328320143209736,0.0202043165052145,0.0833428055840099,0.0101021582526073,0.00505107912630363,0.0101021582526073,0.0101021582526073,0.0454597121367327,0.0580874099524917,0.00757661868945544,0.00505107912630363,0.0126276978157591,PT,Chkbd,190_25
0.162410122532004,0.180999232942293,0.138929140961112,0.240680061101644,0.0459835889096637,0.0176107361781691,0.0557673312308687,0.125231901711424,0.0410917177490612,0.0557673312308687,0.00782699385696403,0.011740490785446,0.0322863496599766,0.0802266870338813,0.0616375766235917,0.00880536808908454,0.00782699385696403,0.00489187116060252,0.0225026073387716,0.0459835889096637,0.0528322085345072,0.0146756134818076,0.00489187116060252,0.0303296011957356,0.0195674846424101,0.0185891104102896,0.0185891104102896,0.00684861962484353,0.0244593558030126,0.00782699385696403,PT,Chkbd,192_4
0.049006581630473,0.0845363533125659,0.153145567595228,0.151920403054466,0.0245032908152365,0.0183774681114274,0.0673840497419004,0.128642276779992,0.0441059234674257,0.0257284553559983,0.00735098724457095,0.00245032908152365,0.0355297716820929,0.0441059234674257,0.0600330624973294,0.00735098724457095,0,0.00245032908152365,0.0392052653043784,0.0355297716820929,0.0673840497419004,0.0110264808668564,0.00367549362228547,0.0355297716820929,0.0441059234674257,0.0294039489782838,0.0183774681114274,0.00367549362228547,0.0147019744891419,0.00122516454076182,PT,None,192_5
0.0431090802566605,0.0665111523959905,0.146570872872646,0.188448265121973,0.0480358322859932,0.00615844003666579,0.0652794643886574,0.0985350405866527,0.0566576483373253,0.077596344461989,0.0135485680806647,0.00615844003666579,0.0874498485206543,0.151497624901978,0.28451992969396,0.0739012804399895,0.0591210243519916,0.0332555761979953,0.110851920659984,0.054194272322659,0.104693480623318,0.0221703841319969,0.00492675202933263,0.0665111523959905,0.0418773922493274,0.0504992083006595,0.102230104608652,0.0221703841319969,0.0615844003666579,0.0184753201099974,PT,Chkbd,192_6
0.0678813875490606,0.0633559617124566,0.185542459300766,0.228534004748504,0.0701441004673626,0.0226271291830202,0.117661071751705,0.226271291830202,0.142550913853027,0.0407288325294364,0.0135762775098121,0.0339406937745303,0.160652617199443,0.287364540624357,0.262474698523034,0.0859830908954768,0.0497796842026444,0.0724068133856647,0.108610220078497,0.253423846849826,0.156127191362839,0.0429915454477384,0.00678813875490606,0.0656186746307586,0.0701441004673626,0.138025488016423,0.124449210506611,0.0203644162647182,0.0294152679379263,0.0203644162647182,PT,Chkbd,192_7
0.104774545228089,0.101032597184229,0.125355259469321,0.132839155557042,0.0467743505482541,0.0486453245701843,0.067355064789486,0.0785809089210669,0.0467743505482541,0.0280646103289525,0.011225844131581,0.00935487010965083,0.0692260388114161,0.11225844131581,0.157161817842134,0.0411614284824636,0.022451688263162,0.0243226622850922,0.0654840907675558,0.0767099348991368,0.056129220657905,0.00748389608772066,0.0168387661973715,0.0261936363070223,0.0710970128333463,0.123484285447391,0.0972906491403686,0.0430324025043938,0.022451688263162,0.0243226622850922,PT,None,192_8
0.103810500622744,0.0714760823959877,0.180392017475588,0.146355787763213,0.0272289837699001,0.00680724594247502,0.0595634019966564,0.0646688364535127,0.0731778938816065,0.0306326067411376,0.0272289837699001,0.00680724594247502,0.236551796501007,0.194006509360538,0.194006509360538,0.0612652134822752,0.0391416641692314,0.0272289837699001,0.117424992507694,0.0953014431946503,0.120828615478932,0.01361449188495,0.00850905742809378,0.0374398526836126,0.0323344182267564,0.0731778938816065,0.0510543445685627,0.0102108689137125,0.00510543445685627,0.0170181148561876,PT,None,192_9
0.0874761417891014,0.122727721316053,0.133172633768483,0.233704916123122,0.0339459654703976,0.0130561405655375,0.0430852638662738,0.0417796498097201,0.0430852638662738,0.0352515795269513,0.02088982490486,0.0182785967917525,0.0365571935835051,0.0744200012235639,0.0822536855628864,0.01044491245243,0.00522245622621501,0.00783368433932252,0.0378628076400588,0.0574470184883651,0.0548357903752576,0.00783368433932252,0.00522245622621501,0.0274178951876288,0.02088982490486,0.0195842108483063,0.0143617546220913,0.00522245622621501,0.01044491245243,0.00522245622621501,PT,Gratings,192_10
0.11994358034687,0.133831784387034,0.146457424423547,0.218423572631669,0.0454523041314456,0.0214635880620715,0.0479774321387481,0.161608192467362,0.0429271761241431,0.037876920109538,0.00505025601460506,0.0164133320474665,0.0265138440766766,0.0429271761241431,0.0164133320474665,0.0075753840219076,0.00505025601460506,0.00126256400365127,0.0404020481168405,0.056815380164307,0.061865636178912,0.0126256400365127,0.00126256400365127,0.018938460054769,0.0126256400365127,0.0265138440766766,0.0328266640949329,0.00126256400365127,0.0075753840219076,0.00883794802555886,PT,Gratings,192_11
0.0680731102638403,0.0605094313456358,0.107404240638504,0.155811785715012,0.0347929230237406,0.0211783009709725,0.0620221671292767,0.136146220527681,0.0196655651873316,0.0272292441055361,0.0015127357836409,0.0015127357836409,0.0363056588073815,0.0635349029129176,0.0665603744801994,0.00756367891820448,0,0.00453820735092269,0.0544584882110722,0.0907641470184537,0.0680731102638403,0.0121018862691272,0.0015127357836409,0.0317674514564588,0.0468948092928678,0.0347929230237406,0.0257165083218952,0.00907641470184537,0.0166400936200499,0.00302547156728179,PT,None,192_12
0.106439533737318,0.126089909196515,0.106439533737318,0.173578316556241,0.0147377815943978,0.0131002503061314,0.0622261889541241,0.186678566862372,0.0360256883418613,0.0556760638010584,0.0065501251530657,0.011462719017865,0.0524010012245256,0.0769639705485219,0.0524010012245256,0.0212879067474635,0.00163753128826642,0.00327506257653285,0.042575813494927,0.0769639705485219,0.0655012515306569,0.0131002503061314,0.00163753128826642,0.0229254380357299,0.0278380319005292,0.0196503754591971,0.0229254380357299,0.00163753128826642,0.0131002503061314,0.00163753128826642,PT,Gratings,192_13
